Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
2018-05-31 19:00:00,74.8,60,59.9,3.96,7.12,106,107,6.7,0.0193
2018-05-31 20:00:00,72,63,58.6,3.88,7.96,102,105,6.7,0.0189
2018-05-31 21:00:00,70.9,62,57.2,4.33,8.66,109,109,7,0.0184
2018-05-31 22:00:00,69.9,64,57,4.83,9.24,103,106,8.1,0.018
2018-05-31 23:00:00,68,67,56.8,4.75,9.18,105,106,8.2,0.0175
2018-06-01 00:00:00,66.4,68,55.7,4.4,8.96,107,106,8.8,0.017
2018-06-01 01:00:00,64.7,75,56.5,2.28,6,113,120,7.2,0.0166
2018-06-01 02:00:00,63.8,78,56.9,5.22,9.42,110,112,8.4,0.0161
2018-06-01 03:00:00,62.5,81,56.5,4.94,9.32,126,128,8.5,0.0157
2018-06-01 04:00:00,61.5,83,56.2,4.7,9.06,117,121,8.1,0.0152
2018-06-01 05:00:00,61.1,82,55.6,5.39,9.85,121,125,8.8,0.045
2018-06-01 06:00:00,61.1,85,56.5,5.35,9.63,98,103,9.8,0.1049
2018-06-01 07:00:00,63.2,82,57.6,6.39,10.98,110,113,11.4,0.1648
2018-06-01 08:00:00,66.5,75,58.4,6.95,10.05,120,121,12.4,0.2247
2018-06-01 09:00:00,70.6,66,58.6,6.84,9.53,128,129,12.5,0.2847
2018-06-01 10:00:00,74,58,58.6,7.63,10.46,124,126,13.9,0.3446
2018-06-01 11:00:00,76,55,58.9,7.84,10.77,120,121,14.3,0.4045
2018-06-01 12:00:00,77.2,53,58.9,7.55,10.49,125,125,14.3,0.4606
2018-06-01 13:00:00,76.2,57,60,7.28,10.74,111,114,16.2,0.5127
2018-06-01 14:00:00,80.2,50,59.8,9.17,13.02,118,119,17.1,0.5649
2018-06-01 15:00:00,82.1,47,59.7,10.04,14.12,123,124,17.7,0.6171
2018-06-01 16:00:00,81.9,46,59.4,10.76,15.38,125,126,18.8,0.6692
2018-06-01 17:00:00,81,49,60.2,10.25,15.13,135,135,19.1,0.7214
2018-06-01 18:00:00,68.7,84,63.7,6.6,11.68,145,144,18.5,0.7382
2018-06-01 19:00:00,68,86,63.6,7.07,11.57,135,140,16.1,0.7195
2018-06-01 20:00:00,67.5,86,63.1,7.28,12.06,127,127,12.7,0.7009
2018-06-01 21:00:00,66,87,62.2,6.51,10.89,133,134,12.5,0.6823
2018-06-01 22:00:00,64.9,92,62.6,5.92,9.96,158,162,11,0.6636
2018-06-01 23:00:00,65,91,62.4,4.32,7.53,185,191,10.2,0.645
2018-06-02 00:00:00,64.3,93,62.2,3.74,6.22,214,224,7.3,0.6264
2018-06-02 01:00:00,63.8,85,59.1,5,8.17,272,278,8.2,0.6077
2018-06-02 02:00:00,62.1,80,55.9,6.3,10.12,271,273,10.5,0.5891
2018-06-02 03:00:00,60.8,75,52.7,6.45,10.32,277,279,11.3,0.5705
2018-06-02 04:00:00,59.7,74,51.4,5.76,9.65,278,280,10.9,0.5518
2018-06-02 05:00:00,59.1,69,49.1,5.98,9.98,280,281,10,0.5598
2018-06-02 06:00:00,55.8,74,47.5,7,11.42,272,273,12.3,0.5945
2018-06-02 07:00:00,57.1,67,46.3,8.44,12.18,275,277,14.1,0.6291
2018-06-02 08:00:00,57.8,64,45.6,9.22,13,279,280,16.2,0.6638
2018-06-02 09:00:00,58.3,62,45.3,10.26,14.34,280,280,17.7,0.6984
2018-06-02 10:00:00,60,60,46,10.16,13.99,283,284,18.6,0.733
2018-06-02 11:00:00,59.6,62,46.6,10.02,13.95,284,285,18.8,0.7677
2018-06-02 12:00:00,59.2,63,46.4,10.42,14.69,291,291,18.6,0.779
2018-06-02 13:00:00,61.1,57,46,9.94,13.93,291,291,19.7,0.7669
2018-06-02 14:00:00,61.3,56,45.3,9.18,12.96,308,308,18.4,0.7548
2018-06-02 15:00:00,62.2,54,45.5,9.19,12.8,315,315,18.3,0.7427
2018-06-02 16:00:00,64.9,46,43.7,7.48,10.58,300,301,16.5,0.7306
2018-06-02 17:00:00,65,45,42.9,9.57,13.95,302,303,16.8,0.7185
2018-06-02 18:00:00,63.6,49,44,8.68,13.34,297,299,16.5,0.7141
2018-06-02 19:00:00,63.1,48,43.1,7.93,12.37,304,304,16.5,0.7173
2018-06-02 20:00:00,61.3,47,40.9,7.22,11.84,307,307,13.7,0.7205
2018-06-02 21:00:00,59.9,48,39.9,7.24,11.98,305,308,12.5,0.7236
2018-06-02 22:00:00,58.3,50,39.7,7.25,11.84,309,311,12.9,0.7268
2018-06-02 23:00:00,56.5,54,39.9,7.3,11.98,306,308,12.7,0.73
2018-06-03 00:00:00,55.5,55,39.5,7.32,12.06,305,307,12.8,0.7332
2018-06-03 01:00:00,54.9,56,39.3,7.36,12.1,307,308,12.8,0.7364
2018-06-03 02:00:00,54,58,39.5,7.22,11.87,307,309,12.8,0.7395
2018-06-03 03:00:00,53.2,60,39.7,6.99,11.58,304,307,12.5,0.7427
2018-06-03 04:00:00,52.5,62,39.9,6.77,11.28,304,307,12.1,0.7459
2018-06-03 05:00:00,51.8,65,40.3,6.13,10.52,298,302,11.7,0.7157
2018-06-03 06:00:00,50.6,72,41.8,6.74,11.24,305,309,10.8,0.6521
2018-06-03 07:00:00,52.8,68,42.7,7.05,10.28,305,307,12.3,0.5886
2018-06-03 08:00:00,55.3,63,43,7.65,10.68,312,313,13.8,0.525
2018-06-03 09:00:00,58,59,43.7,7.3,9.94,319,320,13.9,0.4614
2018-06-03 10:00:00,60.6,56,45.1,6.68,8.9,321,322,13.5,0.3979
2018-06-03 11:00:00,63,53,45.8,6.15,8.06,316,316,12.6,0.3343
2018-06-03 12:00:00,64.9,51,46.2,5.83,7.67,309,310,11.9,0.2931
2018-06-03 13:00:00,66.7,49,46.9,5.52,7.16,305,306,11.5,0.2744
2018-06-03 14:00:00,68.5,46,46.8,5.86,7.7,307,308,11,0.2556
2018-06-03 15:00:00,69.4,42,45.3,6.52,8.66,306,306,12.3,0.2369
2018-06-03 16:00:00,70,41,45.3,6.24,8.46,305,305,12,0.2181
2018-06-03 17:00:00,69.1,47,48.2,4.22,6.08,306,306,11.2,0.1994
2018-06-03 18:00:00,70,48,49.5,1.94,3.67,305,299,7.9,0.2153
2018-06-03 19:00:00,69.4,54,51.8,0.7,0.72,90,34,3.7,0.266
2018-06-03 20:00:00,62.2,71,52.6,1.8,3.1,183,178,2.6,0.3167
2018-06-03 21:00:00,60.5,70,50.5,2.68,5.73,207,205,4.3,0.3674
2018-06-03 22:00:00,60.1,63,47.3,3.55,7.92,212,208,5.8,0.4181
2018-06-03 23:00:00,59.6,60,45.8,3.11,7.47,213,208,5.9,0.4687
2018-06-04 00:00:00,60.2,57,44.8,3.31,7.75,209,204,5.4,0.5194
2018-06-04 01:00:00,60.8,53,43.7,3.26,7.71,207,203,5.8,0.5701
2018-06-04 02:00:00,59.5,55,43.1,3.22,7.69,206,201,5.4,0.6208
2018-06-04 03:00:00,58.6,53,41.7,3.32,7.91,201,196,5.8,0.6715
2018-06-04 04:00:00,57.2,55,41.2,3.05,7.54,203,202,5.4,0.7222
2018-06-04 05:00:00,56.2,58,41.5,3.02,7.41,214,215,5.1,0.7173
2018-06-04 06:00:00,61,54,44.1,5.89,11.32,220,218,5.6,0.657
2018-06-04 07:00:00,64.9,54,47.9,6.68,11.36,219,217,11.4,0.5966
2018-06-04 08:00:00,67.9,55,51,6.12,9.9,218,218,11.4,0.5362
2018-06-04 09:00:00,71,52,52.7,6,8.34,217,218,11,0.4759
2018-06-04 10:00:00,73.6,51,54.2,5.55,7.46,214,215,10.9,0.4155
2018-06-04 11:00:00,75.6,49,55.2,4.55,5.95,220,221,10.4,0.3552
2018-06-04 12:00:00,77.1,49,56.7,3.19,4.04,221,222,9,0.2992
2018-06-04 13:00:00,78.4,49,57.8,2.01,2.51,207,209,7.1,0.2475
2018-06-04 14:00:00,79.4,49,58.4,1.7,2.01,183,186,5.5,0.1958
2018-06-04 15:00:00,80.2,48,58.7,1.99,2.38,162,165,5.1,0.1442
2018-06-04 16:00:00,80.5,48,58.8,2.15,2.6,152,157,5.2,0.0925
2018-06-04 17:00:00,80.2,48,58.9,2.33,2.91,137,139,5,0.0408
2018-06-04 18:00:00,79.5,60,64.6,1.06,1.36,139,126,5,0.032
2018-06-04 19:00:00,76.9,68,65.4,1.63,3.14,47,59,2.4,0.0661
2018-06-04 20:00:00,71.2,68,60.1,2.66,6.49,56,61,4.4,0.1002
2018-06-04 21:00:00,67.9,64,55.2,2.55,6.71,79,80,4.3,0.1343
2018-06-04 22:00:00,66.7,63,53.5,3.81,8.32,60,70,5.7,0.1684
2018-06-04 23:00:00,64.5,68,53.5,4.13,8.63,83,85,6.9,0.2025
2018-06-05 00:00:00,62.6,70,52.5,3.81,8.1,87,90,6.9,0.2366
2018-06-05 01:00:00,61.4,71,51.9,4.1,8.32,90,94,6.9,0.2707
2018-06-05 02:00:00,60.3,70,50.5,4.06,8.37,100,102,6.9,0.3048
2018-06-05 03:00:00,58.8,70,48.9,3.76,7.82,107,111,6.8,0.3389
2018-06-05 04:00:00,57.9,69,47.8,3.64,7.6,106,111,6.2,0.373
2018-06-05 05:00:00,56.8,72,47.8,3.32,7.08,106,113,6.1,0.3829
2018-06-05 06:00:00,57.9,75,49.9,4.59,8.01,20,29,5.5,0.3686
2018-06-05 07:00:00,60.4,70,50.5,5.03,7.57,41,42,8.9,0.3543
2018-06-05 08:00:00,61.7,70,52,5.1,7.29,64,65,9.3,0.34
2018-06-05 09:00:00,65,68,54.4,5.24,7,66,68,10.1,0.3257
2018-06-05 10:00:00,69.4,65,57.1,4,5.3,87,88,10,0.3114
2018-06-05 11:00:00,73.5,61,59.4,3.62,4.64,96,97,8.4,0.2971
2018-06-05 12:00:00,77.2,57,61,4.16,5.32,117,118,8.7,0.2865
2018-06-05 13:00:00,80.5,54,62.2,4.3,5.52,121,122,8.9,0.2796
2018-06-05 14:00:00,82.9,52,63.3,4.16,5.37,117,119,8.8,0.2727
2018-06-05 15:00:00,84.5,50,64,4.29,5.56,118,120,8.5,0.2658
2018-06-05 16:00:00,85.8,48,63.8,4.11,5.37,116,119,8.3,0.2589
2018-06-05 17:00:00,85.4,47,62.9,4.53,6.24,121,122,8,0.252
2018-06-05 18:00:00,80,63,66.1,4.17,7.17,46,50,7.9,0.2451
2018-06-05 19:00:00,77.8,68,66.5,4.56,7.31,38,40,7.5,0.2382
2018-06-05 20:00:00,73.8,74,65.1,4.31,8.04,46,55,8.5,0.2313
2018-06-05 21:00:00,70.8,79,64,4.24,7.74,15,29,7.2,0.2243
2018-06-05 22:00:00,69.3,83,64,5.43,9.33,354,5,8.4,0.2174
2018-06-05 23:00:00,65.1,84,60.1,9.65,15.22,10,10,16.8,0.2105
2018-06-06 00:00:00,63.3,88,59.7,7.79,12.66,24,26,16.5,0.2036
2018-06-06 01:00:00,63.4,87,59.5,6.01,9.8,356,360,13.3,0.1967
2018-06-06 02:00:00,61.6,93,59.6,5.37,9.27,29,35,10.7,0.1898
2018-06-06 03:00:00,61.2,93,59.2,4.62,8.41,22,25,10.5,0.1829
2018-06-06 04:00:00,60.6,95,59.3,4.61,8.26,13,17,7.8,0.176
2018-06-06 05:00:00,60.3,95,58.7,5.02,8.9,6,8,8.4,0.1843
2018-06-06 06:00:00,61.9,87,58,6.01,9.9,356,1,10.1,0.2079
2018-06-06 07:00:00,62.2,75,54.1,5,8.26,2,7,10.5,0.2314
2018-06-06 08:00:00,64.7,65,52.5,5.15,7.09,8,9,9.4,0.255
2018-06-06 09:00:00,67.1,55,50.3,5,6.73,12,11,9.7,0.2786
2018-06-06 10:00:00,68.8,48,48.4,5.22,6.84,12,12,10,0.3021
2018-06-06 11:00:00,70.7,42,46.4,5.6,7.35,16,15,10.9,0.3257
2018-06-06 12:00:00,72,41,47.1,4.08,5.28,11,10,10.8,0.3298
2018-06-06 13:00:00,73.1,39,46.7,4.01,5.1,4,2,8.5,0.3144
2018-06-06 14:00:00,73.9,37,46,3.91,5.01,4,3,8.9,0.299
2018-06-06 15:00:00,74.2,35,45,3.63,4.54,8,8,8.3,0.2835
2018-06-06 16:00:00,73.9,34,44.1,3.91,5.02,13,13,8.1,0.2681
2018-06-06 17:00:00,73.4,35,44.2,3.98,5.15,25,24,7.8,0.2527
2018-06-06 18:00:00,70.4,39,44.2,3.33,4.96,49,48,7.5,0.24
2018-06-06 19:00:00,68.7,45,46.7,2.59,4.79,62,61,6.1,0.23
2018-06-06 20:00:00,64,53,46.6,2.15,5.24,62,66,4.4,0.22
2018-06-06 21:00:00,59.2,65,47.5,3.1,4.32,69,77,3.7,0.21
2018-06-06 22:00:00,58.6,64,46.7,2.62,5.5,83,90,3.7,0.2
2018-06-06 23:00:00,57.4,65,45.9,2.65,5.66,101,98,3.5,0.19
2018-06-07 00:00:00,57,62,44.1,2.5,5.9,92,90,3.6,0.18
2018-06-07 01:00:00,57.5,55,41.5,2.9,7.2,90,92,4.3,0.17
2018-06-07 02:00:00,56.2,58,41.6,2.97,7.38,123,118,5.2,0.16
2018-06-07 03:00:00,55.4,62,42.4,3.14,7.4,149,142,5.2,0.15
2018-06-07 04:00:00,54.6,64,42.7,2.48,6.72,140,137,5.3,0.14
2018-06-07 05:00:00,53.9,66,42.9,2.24,6.19,117,121,4.1,0.1531
2018-06-07 06:00:00,56.5,64,44.5,2.98,6.9,130,129,4.4,0.1894
2018-06-07 07:00:00,58.8,61,45.4,3.62,6.61,141,141,5.8,0.2256
2018-06-07 08:00:00,62.3,55,46,2.86,4.19,144,147,6.1,0.2619
2018-06-07 09:00:00,65,51,46.5,2.47,3.18,111,114,5.6,0.2981
2018-06-07 10:00:00,68.7,45,46.3,3.74,4.81,106,107,7.7,0.3344
2018-06-07 11:00:00,70.6,41,46,4.88,6.36,113,114,9.1,0.3706
2018-06-07 12:00:00,69.4,45,46.9,6.22,9.04,118,119,10.7,0.398
2018-06-07 13:00:00,71.5,43,47.7,5.14,7.61,117,118,11,0.4165
2018-06-07 14:00:00,75.2,36,46.7,4.17,5.52,136,138,9.7,0.435
2018-06-07 15:00:00,76.4,34,45.7,3.91,5.19,140,140,7.9,0.4535
2018-06-07 16:00:00,77.2,34,46.7,3.66,4.94,125,126,7.3,0.472
2018-06-07 17:00:00,77.1,35,47.6,4.2,5.72,115,117,7.5,0.4905
2018-06-07 18:00:00,72.7,46,50.7,4.1,6.74,124,125,7.6,0.4919
2018-06-07 19:00:00,70.6,50,51,4.74,8.16,125,126,8.2,0.4763
2018-06-07 20:00:00,67.9,52,49.7,4.56,8.73,116,120,8.1,0.4606
2018-06-07 21:00:00,66.5,54,49.5,5.5,9.95,127,129,9.2,0.4449
2018-06-07 22:00:00,65.3,60,51,5.3,9.85,136,139,9.3,0.4293
2018-06-07 23:00:00,64,69,53.6,4.81,9.21,137,139,9.3,0.4136
2018-06-08 00:00:00,63.1,72,54,4.61,8.76,139,142,8.1,0.398
2018-06-08 01:00:00,61.9,71,52.3,5.1,9.32,138,142,8.6,0.3823
2018-06-08 02:00:00,60.6,71,51.3,4.34,8.36,151,154,8.6,0.3666
2018-06-08 03:00:00,59.2,76,51.5,3.58,7.62,153,157,7.3,0.351
2018-06-08 04:00:00,57.9,82,52.4,2.6,6.31,180,176,6,0.3353
2018-06-08 05:00:00,59.2,82,53.7,3.42,6.73,159,169,5.2,0.3079
2018-06-08 06:00:00,59.7,93,57.7,1.61,3.09,240,205,7.4,0.2686
2018-06-08 07:00:00,61.1,91,58.4,3.26,5.06,101,120,5.5,0.2293
2018-06-08 08:00:00,63.9,84,58.9,3.89,5.09,136,137,7.4,0.19
2018-06-08 09:00:00,65.8,82,60.2,3.9,5.1,180,179,8.2,0.1507
2018-06-08 10:00:00,68.7,78,61.7,3.82,4.93,186,186,7.8,0.1114
2018-06-08 11:00:00,72.3,69,61.7,4.26,5.49,189,190,8.5,0.0721
2018-06-08 12:00:00,74.4,65,61.8,4.33,5.72,199,199,8.4,0.0665
2018-06-08 13:00:00,75.4,63,61.9,4.46,5.95,222,222,8.7,0.0944
2018-06-08 14:00:00,77.3,57,60.9,4.21,5.55,242,242,8.8,0.1223
2018-06-08 15:00:00,79.3,53,60.4,3.83,4.93,250,252,8.8,0.1502
2018-06-08 16:00:00,80.7,49,60,3.06,3.86,259,260,7.7,0.1781
2018-06-08 17:00:00,80.7,49,59.8,3.42,4.44,255,256,6.6,0.206
2018-06-08 18:00:00,80.3,52,60.9,2.44,4.82,215,222,6.5,0.2233
2018-06-08 19:00:00,77.5,59,61.8,2.46,5.36,207,217,4.7,0.2299
2018-06-08 20:00:00,72.6,67,60.8,2.14,4.95,191,194,4.2,0.2365
2018-06-08 21:00:00,69.4,71,59.6,2.24,4.65,207,189,3.4,0.2431
2018-06-08 22:00:00,71.9,60,57.4,3.49,7.34,207,204,5.6,0.2497
2018-06-08 23:00:00,71.7,57,55.7,7.7,13.19,205,206,11.6,0.2562
2018-06-09 00:00:00,67.6,75,59.5,3.34,7.22,219,211,13.2,0.2628
2018-06-09 01:00:00,66.3,80,60.1,2.38,4.32,248,222,5.6,0.2694
2018-06-09 02:00:00,65,84,60.2,4.19,7.82,220,219,6.6,0.276
2018-06-09 03:00:00,64.5,87,60.4,4.18,8.51,222,220,7.8,0.2826
2018-06-09 04:00:00,64.1,89,60.9,4.02,8.21,235,228,6.9,0.2892
2018-06-09 05:00:00,63.7,91,61,3.72,7.79,246,241,6.7,0.2882
2018-06-09 06:00:00,64.9,85,60.2,1.14,2.9,255,178,6.2,0.2796
2018-06-09 07:00:00,72.1,70,61.7,2.3,4.51,180,176,4.2,0.2711
2018-06-09 08:00:00,74.9,57,58.8,2.43,3.01,171,174,5,0.2625
2018-06-09 09:00:00,76.5,55,59.1,3.06,3.86,169,170,6.2,0.2539
2018-06-09 10:00:00,78.1,53,59.5,4.41,5.71,184,184,8.8,0.2454
2018-06-09 11:00:00,80.2,52,60.7,3.67,4.71,197,197,8.8,0.2368
2018-06-09 12:00:00,81.9,51,61.8,3.32,4.24,201,199,7.8,0.2323
2018-06-09 13:00:00,83.5,47,61.3,3.61,4.52,185,185,8.3,0.2319
2018-06-09 14:00:00,84.7,43,59.5,3.72,4.84,174,173,8.4,0.2315
2018-06-09 15:00:00,85.3,40,58.4,3.63,4.65,172,171,8.2,0.231
2018-06-09 16:00:00,85.2,39,57.7,4.04,5.28,171,170,7.7,0.2306
2018-06-09 17:00:00,83.9,42,58.6,4.28,5.79,169,170,7.8,0.2302
2018-06-09 18:00:00,82.1,49,60.8,3.21,6.01,176,177,7.5,0.2415
2018-06-09 19:00:00,79.8,55,62.2,3.21,6.33,175,175,6.1,0.2644
2018-06-09 20:00:00,76.5,58,60.8,3.72,7.53,174,175,6.2,0.2874
2018-06-09 21:00:00,73.5,61,59,3.51,7.71,177,177,6.3,0.3103
2018-06-09 22:00:00,71.7,63,58.6,3.79,8.1,168,171,6.1,0.3333
2018-06-09 23:00:00,70.1,68,59,4.11,8.6,162,162,6.8,0.3562
2018-06-10 00:00:00,68.5,74,59.8,4.21,8.64,162,164,7,0.3792
2018-06-10 01:00:00,67.1,78,60.1,4.88,9.23,154,157,8,0.4022
2018-06-10 02:00:00,65.5,84,60.6,5.46,9.94,154,156,9.3,0.4251
2018-06-10 03:00:00,64.2,89,60.8,5.46,9.79,152,154,9.5,0.4481
2018-06-10 04:00:00,62.5,92,60.3,4.62,8.66,158,161,9.3,0.471
2018-06-10 05:00:00,61.3,95,60,4.58,8.51,144,150,7.9,0.5031
2018-06-10 06:00:00,61.3,95,59.7,5,8.86,127,131,8.9,0.5442
2018-06-10 07:00:00,65.4,85,60.9,7.28,9.9,134,134,12.6,0.5853
2018-06-10 08:00:00,69.1,78,62.1,7.92,11.18,135,136,15.7,0.6264
2018-06-10 09:00:00,72.7,67,61.1,8.5,11.81,132,133,15.3,0.6675
2018-06-10 10:00:00,75.7,59,60.4,8.65,11.83,131,132,15.7,0.7086
2018-06-10 11:00:00,78.3,56,61.3,8.81,11.92,129,130,15.9,0.7497
2018-06-10 12:00:00,80.4,51,60.9,9.41,12.8,133,133,17,0.7543
2018-06-10 13:00:00,82.1,48,60.5,9.41,12.87,134,134,17.2,0.7223
2018-06-10 14:00:00,83.4,46,60.3,9.19,12.73,135,136,17.2,0.6904
2018-06-10 15:00:00,84,45,60.3,8.84,12.24,136,137,16.7,0.6584
2018-06-10 16:00:00,84.1,44,60.1,9.06,12.67,132,133,16.1,0.6264
2018-06-10 17:00:00,83.4,46,60.5,8.79,12.67,131,132,16.2,0.5945
2018-06-10 18:00:00,80.3,48,58.6,7.92,12.53,127,129,15.5,0.5579
2018-06-10 19:00:00,77.5,56,60.4,7.32,11.43,122,125,14.3,0.5167
2018-06-10 20:00:00,73,67,61.6,8.45,13.12,117,120,14.5,0.4754
2018-06-10 21:00:00,72.4,68,61.1,8.71,13.68,124,126,15.5,0.4342
2018-06-10 22:00:00,70.1,73,61,8.18,12.73,123,124,15.2,0.393
2018-06-10 23:00:00,68.3,78,61,7.58,11.88,126,129,14.3,0.3518
2018-06-11 00:00:00,66.1,88,62.6,4.56,7.93,142,146,15,0.3105
2018-06-11 01:00:00,65.3,91,62.6,5.54,9.54,110,120,11.8,0.2693
2018-06-11 02:00:00,64.5,92,62,4.71,7.94,94,101,10.1,0.2281
2018-06-11 03:00:00,63.8,95,62.2,2.02,3.64,99,111,10.2,0.1868
2018-06-11 04:00:00,62.5,97,61.6,5.01,8.39,93,98,8.4,0.1456
2018-06-11 05:00:00,62.1,96,60.9,4.53,7.93,121,119,8.7,0.1323
2018-06-11 06:00:00,63.1,89,59.9,3.1,7.91,285,286,7.8,0.147
2018-06-11 07:00:00,62.6,94,60.8,5.05,8.13,352,346,8.1,0.1616
2018-06-11 08:00:00,61.8,94,59.9,4.75,7.18,8,9,9.6,0.1762
2018-06-11 09:00:00,61.3,94,59.7,2.97,4.16,340,350,8.4,0.1909
2018-06-11 10:00:00,59.5,90,56.6,6.44,9.49,317,318,11.3,0.2055
2018-06-11 11:00:00,61.7,71,52.3,7.14,9.83,314,315,13,0.2202
2018-06-11 12:00:00,64.3,57,48.7,6.81,9.09,330,330,13.1,0.2144
2018-06-11 13:00:00,66.5,46,45.3,6.45,8.54,341,342,12.8,0.1881
2018-06-11 14:00:00,67.8,42,43.6,6.48,8.6,340,340,12.4,0.1619
2018-06-11 15:00:00,67.9,44,45,5.37,7.12,336,336,12.3,0.1356
2018-06-11 16:00:00,68.1,41,43.7,5.07,6.91,338,338,10,0.1094
2018-06-11 17:00:00,68.5,39,42.3,4.11,5.54,342,340,9.4,0.0831
2018-06-11 18:00:00,65.6,58,50.3,2.84,3.64,39,37,7.7,0.0775
2018-06-11 19:00:00,64,62,50.7,3.04,4.12,63,61,5.8,0.0925
2018-06-11 20:00:00,60.4,70,50.6,1.99,4.52,72,72,5.3,0.1075
2018-06-11 21:00:00,57.1,75,49.3,1.92,4.7,99,90,3.2,0.1225
2018-06-11 22:00:00,56.8,74,48.4,2.55,5.92,116,106,4.2,0.1375
2018-06-11 23:00:00,55,76,47.6,2.2,5.79,120,111,4.2,0.1525
2018-06-12 00:00:00,53.2,79,46.9,2.22,5.26,144,129,3.4,0.1675
2018-06-12 01:00:00,52,83,47.1,2.33,4.47,170,153,3.2,0.1825
2018-06-12 02:00:00,52.8,84,48,2.06,5,194,178,3.2,0.1975
2018-06-12 03:00:00,54.2,84,49.6,2.15,4.84,208,187,3.6,0.2125
2018-06-12 04:00:00,56,77,49,5.23,9.62,296,298,9.2,0.2275
2018-06-12 05:00:00,56,76,48.6,6.44,10.61,312,315,10.6,0.2255
2018-06-12 06:00:00,53.5,65,42.1,6.45,10.14,319,319,11.5,0.2066
2018-06-12 07:00:00,54.7,68,44.2,4.63,8.91,303,305,11.2,0.1877
2018-06-12 08:00:00,56.6,64,44.7,4.18,7.29,291,295,7.9,0.1688
2018-06-12 09:00:00,58.8,61,45.5,3.83,5.54,285,287,7.6,0.1498
2018-06-12 10:00:00,61.8,52,43.9,5.28,7.12,289,290,9.7,0.1309
2018-06-12 11:00:00,63.6,48,43.7,4.66,6.24,285,286,9.9,0.112
2018-06-12 12:00:00,66.6,43,43.5,4.53,5.74,276,277,9.5,0.126
2018-06-12 13:00:00,68.4,38,42.1,4.91,6.32,274,275,9.7,0.1729
2018-06-12 14:00:00,69.2,34,39.9,5.41,7.03,274,276,10.5,0.2199
2018-06-12 15:00:00,69.6,33,39.4,5.41,7.13,274,275,10.5,0.2669
2018-06-12 16:00:00,69.6,33,38.9,6.02,8.14,275,276,11,0.3138
2018-06-12 17:00:00,68.6,31,36.5,7.04,9.9,281,282,12.8,0.3608
2018-06-12 18:00:00,67.7,34,38.7,3.96,6.77,286,286,12.4,0.376
2018-06-12 19:00:00,64.7,39,39.3,4.57,7.98,280,282,9,0.3594
2018-06-12 20:00:00,59.7,55,43.4,2.24,5.41,260,267,7.8,0.3429
2018-06-12 21:00:00,54.4,67,43.7,2.77,3.92,257,276,3.7,0.3263
2018-06-12 22:00:00,55.2,64,43.1,2.64,5.19,241,254,4.1,0.3098
2018-06-12 23:00:00,54.6,64,42.5,3.22,6.55,244,251,5.4,0.2932
2018-06-13 00:00:00,53.8,64,42.1,2.94,6.28,252,261,5.4,0.2767
2018-06-13 01:00:00,52.9,66,41.8,3.1,6.36,255,262,5.1,0.2602
2018-06-13 02:00:00,52.9,61,39.7,3.01,6.69,255,261,5.1,0.2436
2018-06-13 03:00:00,52,61,39.1,2.91,6.39,243,253,4.9,0.2271
2018-06-13 04:00:00,51.8,64,39.9,3.76,7.9,230,232,6.3,0.2105
2018-06-13 05:00:00,53.8,56,38.6,3.89,8.21,226,223,6.5,0.1902
2018-06-13 06:00:00,54.6,61,41.3,4.18,8.28,228,224,7,0.1661
2018-06-13 07:00:00,59.2,54,42.5,4.82,8.53,222,219,7.9,0.1421
2018-06-13 08:00:00,63.6,50,44.7,4,6.52,217,216,8.1,0.118
2018-06-13 09:00:00,66.7,43,43.5,4.08,5.5,216,217,7.9,0.0939
2018-06-13 10:00:00,69.1,34,39.8,3.92,5.12,218,219,8.1,0.0699
2018-06-13 11:00:00,71.3,29,37.8,3.5,4.49,211,212,7.8,0.0458
2018-06-13 12:00:00,73,31,40.3,4.53,5.83,202,202,8.9,0.0728
2018-06-13 13:00:00,74.4,35,45.1,5.5,7.34,199,200,10.4,0.1508
2018-06-13 14:00:00,74.1,41,48.7,6.33,8.39,201,202,12,0.2288
2018-06-13 15:00:00,71.7,49,51.7,6.4,8.73,190,190,12,0.3068
2018-06-13 16:00:00,72.5,44,49.6,5.22,7.54,185,186,11.6,0.3848
2018-06-13 17:00:00,69,54,51.6,6.83,9.75,185,186,12.4,0.4628
2018-06-13 18:00:00,67.7,55,51.2,5.2,7.9,179,180,12.2,0.498
2018-06-13 19:00:00,66.2,59,51.6,4.81,8,176,179,9.6,0.4904
2018-06-13 20:00:00,64.8,57,49.3,5.32,9.34,168,170,9.1,0.4828
2018-06-13 21:00:00,63,61,49.4,4.78,8.83,164,167,9.1,0.4753
2018-06-13 22:00:00,61.5,67,50.4,4.9,9.19,163,166,8.4,0.4677
2018-06-13 23:00:00,60.4,70,50.5,4.75,9.1,165,168,8.4,0.4601
2018-06-14 00:00:00,59.6,71,50.2,4.84,9.34,162,164,8.1,0.4526
2018-06-14 01:00:00,59.3,70,49.6,5.06,9.66,162,164,8.6,0.445
2018-06-14 02:00:00,58.8,70,49.1,4.93,9.53,162,165,8.6,0.4374
2018-06-14 03:00:00,58.7,70,49.1,4.84,9.63,162,165,8.4,0.4299
2018-06-14 04:00:00,58.8,72,49.6,4.43,9.1,162,165,8.3,0.4223
